chr,start,end,TSS,WGS_GC_bias,bps,bps_WGS_corrected
chr4,8320920,8321074,chr4_1_09272,1.7931683212333358,154,85.88150826470059
chr4,8428261,8428427,chr4_0_09273,1.8446329734544384,166,89.99080163309253
chr4,8441304,8441473,chr4_0_09274,2.273148676948468,169,74.34621488413589
chr4,8441304,8441473,chr4_1_09275,2.273148676948468,169,74.34621488413589
chr4,8441304,8441473,chr4_1_09276,2.273148676948468,169,74.34621488413589
chr4,8579805,8579977,chr4_1_09277,1.899906622737904,172,90.53076500787995
chr4,8580732,8580923,chr4_1_09277,2.1135799744094386,191,90.36800230536242
chr4,8592360,8592512,chr4_1_09278,2.553017357479956,152,59.53739388205212
chr4,8592360,8592512,chr4_1_09279,2.553017357479956,152,59.53739388205212
chr4,8593111,8593285,chr4_1_09278,2.555615943492153,174,68.08534766074263
chr4,8593111,8593285,chr4_1_09279,2.555615943492153,174,68.08534766074263
chr4,8593303,8593471,chr4_1_09278,2.479273961448369,168,67.76177324988157
chr4,8593303,8593471,chr4_1_09279,2.479273961448369,168,67.76177324988157
chr4,8872351,8872521,chr4_0_09280,1.540761239644708,170,110.33507050008681
chr4,9248160,9248327,chr4_1_09288,1.80253711698938,167,92.64719068804834
chr4,9555378,9555551,chr4_0_09304,1.7527472552820855,173,98.7021942146231
chr4,9557018,9557182,chr4_0_09304,1.7402974731823275,164,94.23676269557971
chr4,9782365,9782534,chr4_1_09305,2.558473784997036,169,66.05500552361367
chr4,10020881,10021032,chr4_0_09306,2.1722104432836726,151,69.51444344026692
chr4,10022484,10022647,chr4_0_09306,2.081536540473862,13,6.245386399529911
chr4,10456955,10457130,chr4_0_09310,0.918085902964774,175,190.61397134502627
chr4,10457492,10457642,chr4_0_09310,2.611592260439714,150,57.436224740053596
chr4,10684705,10684869,chr4_0_09311,1.967679600003765,164,83.34690261548994
chr4,11368101,11368253,chr4_1_09312,1.604019357189742,152,94.76194867517404
chr4,11428748,11428914,chr4_0_09313,2.0011343363220138,166,82.95295172691895
chr4,11768333,11768508,chr4_0_09314,1.4452668392278163,41,28.36846379309835
chr4,11768719,11768875,chr4_0_09314,1.1016966230961864,156,141.59978049272829
chr4,12222838,12222999,chr4_1_09316,1.3769984734284857,161,116.92097203211716
chr4,13531093,13531272,chr4_0_09319,1.8814874044970624,179,95.13749577709675
chr4,13543601,13543766,chr4_0_09320,2.30550846328918,165,71.56772687123467
chr4,13544307,13544477,chr4_0_09320,1.5443213468855783,170,110.08071625949985
chr4,13627175,13627345,chr4_0_09322,2.35512136993921,170,72.18311640745208
chr4,13627175,13627345,chr4_1_09323,2.35512136993921,170,72.18311640745208
chr4,13654042,13654207,chr4_1_09324,1.365606491999701,29,21.23598574691482
chr4,13654061,13654225,chr4_1_09324,1.4834901263423086,47,31.68204436647188
chr4,13654291,13654469,chr4_1_09324,2.576804196918084,178,69.07781360061894
chr4,14887977,14888146,chr4_0_09326,1.6836071577272531,169,100.37971104146271
chr4,15373407,15373583,chr4_1_09330,1.2914487197173632,33,25.552698683399626
chr4,15373806,15373969,chr4_1_09330,1.3260353628644057,163,122.92281530705122
chr4,15374332,15374526,chr4_1_09330,1.5987816091770313,194,121.34240154279796
chr4,15374742,15374908,chr4_1_09330,1.629048512100387,166,101.89997336909913
chr4,15428655,15428828,chr4_0_09331,1.8272335975859704,173,94.67864438819265
chr4,15428655,15428828,chr4_1_09332,1.8272335975859704,173,94.67864438819265
chr4,15469177,15469354,chr4_1_09333,1.4313262101932644,177,123.66153762816977
chr4,15469177,15469354,chr4_1_09334,1.4313262101932644,177,123.66153762816977
chr4,15702806,15702969,chr4_1_09339,1.8040690098171663,163,90.35131090496326
chr4,15703970,15704129,chr4_1_09339,1.8490338673404472,95,51.37818277857885
chr4,15778067,15778224,chr4_1_09340,2.046623538861164,157,76.71171420580947
chr4,15938823,15938996,chr4_0_09341,1.509492423235097,173,114.6080611847205
chr4,15962732,15962903,chr4_0_09342,2.564738327420126,171,66.67346846725262
chr4,16076027,16076191,chr4_0_09343,2.143754302425754,164,76.50130419070257
chr4,16076086,16076267,chr4_0_09343,2.4029435448083176,181,75.32428316556157
chr4,16076094,16076247,chr4_0_09343,2.217023721737036,153,69.01144020241905
chr4,16083095,16083263,chr4_0_09344,2.560701189040977,168,65.6070301052653
chr4,16083095,16083263,chr4_0_09345,2.560701189040977,168,65.6070301052653
chr4,16083095,16083263,chr4_0_09346,2.560701189040977,168,65.6070301052653
chr4,16083247,16083419,chr4_0_09344,2.4722288416162788,172,69.5728474260299
chr4,16083247,16083419,chr4_0_09345,2.4722288416162788,172,69.5728474260299
chr4,16083247,16083419,chr4_0_09346,2.4722288416162788,172,69.5728474260299
chr4,16083608,16083766,chr4_0_09344,2.493632117871515,158,63.361391148131254
chr4,16083608,16083766,chr4_0_09345,2.493632117871515,158,63.361391148131254
chr4,16083608,16083766,chr4_0_09346,2.493632117871515,158,63.361391148131254
chr4,16084368,16084544,chr4_0_09345,1.8011281682647011,176,97.71653294921671
chr4,16084368,16084544,chr4_0_09346,1.8011281682647011,176,97.71653294921671
chr4,17515899,17516051,chr4_1_09355,1.9580783563377957,152,77.62712840781633
chr4,17613678,17613844,chr4_1_09357,2.2900741977865517,166,72.48673434268882
chr4,17615384,17615552,chr4_1_09357,1.535830963693385,168,109.38703800839616
chr4,18020707,18020888,chr4_0_09361,2.5147843190012136,134,53.28488768898488
chr4,18020707,18020888,chr4_0_09362,2.5147843190012136,14,5.567077818252152
chr4,20252236,20252392,chr4_1_09363,2.484305607227842,156,62.79420677799598
chr4,20696601,20696777,chr4_1_09366,1.3617819148975283,176,129.24242720115996
chr4,20851134,20851294,chr4_0_09368,1.905034349980749,160,83.98798688412987
chr4,20851276,20851436,chr4_0_09368,1.3932243410558174,160,114.84151926225199
chr4,21304616,21304795,chr4_0_09371,1.422914458185124,179,125.79814546849713
chr4,21948392,21948562,chr4_0_09377,2.4753420032621536,170,68.67737863130179
chr4,21949379,21949529,chr4_0_09377,2.1147803207075326,150,70.92935305441804
chr4,22340358,22340530,chr4_0_09378,1.7267049119476852,172,99.61169323714252
chr4,22517061,22517213,chr4_0_09380,1.8162881822647012,5,2.7528671104194373
chr4,22714724,22714890,chr4_1_09383,1.3914372096865597,166,119.30110740490674
chr4,22714724,22714890,chr4_1_09384,1.3914372096865597,166,119.30110740490674
chr4,23881628,23881795,chr4_0_09385,1.6129384212175326,167,103.53774068692556
chr4,24584197,24584355,chr4_0_09389,1.8221372323784408,158,86.7113613576526
chr4,24979575,24979739,chr4_0_09393,1.6537246813781667,164,99.17007458782504
chr4,25030363,25030528,chr4_0_09394,1.860933489636968,165,88.66517848103658
chr4,25031127,25031282,chr4_0_09394,2.5711970171548644,155,60.28320621323445
chr4,25160411,25160583,chr4_0_09395,1.860335105356751,172,92.45646093799647
chr4,25160411,25160583,chr4_1_09396,1.860335105356751,172,92.45646093799647
chr4,25161505,25161687,chr4_1_09396,1.5328559158763455,167,108.94696511936989
chr4,25311708,25311861,chr4_1_09398,1.7921008956281614,88,49.1043781154713
chr4,25863732,25863882,chr4_0_09403,1.7836585332075483,150,84.09681405232615
chr4,25863732,25863882,chr4_0_09404,1.7836585332075483,150,84.09681405232615
chr4,26162844,26163006,chr4_1_09406,1.806971920213051,162,89.65274899285617
chr4,26164320,26164496,chr4_1_09406,1.6376894958775516,138,84.26505778255179
chr4,26489334,26489515,chr4_0_09411,2.4029435448083176,32,13.317000338662819
chr4,26489659,26489821,chr4_0_09411,1.2988954009406557,162,124.72135930474474
chr4,26491478,26491645,chr4_0_09411,1.811323145012408,6,3.312495628690759
chr4,27217224,27217386,chr4_1_09417,1.2421666728189138,162,130.41728098562243
chr4,28819615,28819786,chr4_1_09418,1.2773095118462687,171,133.87514804679603
chr4,31170931,31171102,chr4_1_09422,0.8550451723218969,171,199.9894339332332
chr4,31505614,31505771,chr4_1_09423,1.6107592810861333,157,97.46956099742916
chr4,32352014,32352187,chr4_1_09426,1.5774136199822222,24,15.214779241141892
chr4,34039991,34040152,chr4_0_09427,1.670030475493848,161,96.40542634552246
chr4,36425926,36426121,chr4_0_09434,1.28704755956018,195,151.50955265913944
chr4,37000580,37000785,chr4_1_09436,1.5926011697242812,7,4.395325165566639
chr4,37454447,37454599,chr4_1_09439,1.9983957618729615,152,76.06100998610037
chr4,37583501,37583677,chr4_1_09440,2.273027150460507,176,77.42978343410594
chr4,37583887,37584040,chr4_1_09440,1.631361525083565,153,93.78669145219833
chr4,37687280,37687441,chr4_0_09441,1.7748074605085966,96,54.090374384886694
chr4,37827102,37827267,chr4_1_09442,2.5847063387935707,165,63.83703925027509
chr4,37827156,37827307,chr4_1_09442,2.5449093996125827,151,59.33413583327842
chr4,37890298,37890448,chr4_1_09443,2.611592260439714,150,57.436224740053596
chr4,37960948,37961116,chr4_1_09444,1.0362052801313522,168,162.13003660693937
chr4,38111598,38111754,chr4_1_09446,1.7412914377056092,156,89.5886791963736
chr4,38111744,38111916,chr4_1_09446,1.6976835016051492,172,101.314526434035
chr4,38366492,38366655,chr4_1_09448,1.8287661469918963,163,89.13113372538949
chr4,38522815,38522965,chr4_0_09450,1.5923499421032956,150,94.20039906672066
chr4,39365806,39365970,chr4_0_09463,1.7175217692305107,164,95.48641707957843
chr4,39459760,39459929,chr4_0_09466,2.273148676948468,162,71.26678586526636
chr4,39459760,39459929,chr4_0_09467,2.273148676948468,169,74.34621488413589
chr4,39459760,39459929,chr4_1_09468,2.273148676948468,169,74.34621488413589
chr4,39459760,39459929,chr4_1_09469,2.273148676948468,169,74.34621488413589
chr4,39479263,39479433,chr4_1_09470,1.7868996363378788,170,95.13684850728531
chr4,39625941,39626122,chr4_0_09473,2.493486842831097,2,0.8020896543930452
chr4,39626040,39626194,chr4_0_09473,1.7872143387180348,74,41.40521838756064
chr4,39697360,39697536,chr4_1_09475,1.864170747265473,176,94.41195247708508
chr4,40055977,40056151,chr4_1_09478,1.5801978407278998,174,110.11279443329002
chr4,40190534,40190723,chr4_1_09480,1.1587279707788,189,163.10989703042208
chr4,40190803,40190975,chr4_1_09480,1.6105575972193216,172,106.79531132383184
chr4,40190931,40191100,chr4_1_09480,1.7429966226886255,169,96.95945350674997
chr4,40190965,40191129,chr4_1_09480,1.7175217692305107,164,95.48641707957843
chr4,40196321,40196480,chr4_1_09484,1.6476782961452203,159,96.49942004576015
chr4,40196321,40196480,chr4_1_09485,1.6476782961452203,159,96.49942004576015
chr4,40196727,40196908,chr4_1_09484,1.7734125511531638,181,102.0631098400113
chr4,40196727,40196908,chr4_1_09485,1.7734125511531638,181,102.0631098400113
chr4,40196847,40197012,chr4_1_09484,1.9491842762950875,165,84.6507957234417
chr4,40196847,40197012,chr4_1_09485,1.9491842762950875,165,84.6507957234417
chr4,40315438,40315594,chr4_1_09487,1.7412914377056092,111,63.74579096665045
chr4,40317072,40317227,chr4_1_09487,1.8005429002942646,155,86.0851468602432
chr4,40334652,40334832,chr4_1_09488,1.809685127600108,180,99.46481697548391
chr4,40335039,40335208,chr4_1_09488,2.182424505497351,169,77.43681377032867
chr4,40514764,40514933,chr4_0_09490,1.6683866709123027,169,101.29546282432709
chr4,40515174,40515355,chr4_0_09490,1.7734125511531638,181,102.0631098400113
chr4,40515174,40515355,chr4_0_09491,1.7734125511531638,181,102.0631098400113
chr4,40856344,40856497,chr4_0_09495,1.1866342715702556,153,128.936104127127
chr4,40856344,40856497,chr4_0_09496,1.1866342715702556,153,128.936104127127
chr4,41214462,41214630,chr4_0_09497,2.55137882040282,168,65.84674868997918
chr4,41214734,41214923,chr4_0_09497,2.851927338339573,189,66.27097312726
chr4,41257185,41257367,chr4_0_09498,1.8694096746646964,182,97.3569370409106
chr4,41257185,41257367,chr4_1_09499,1.8694096746646964,182,97.3569370409106
chr4,41883349,41883544,chr4_0_09506,1.6952716039755351,195,115.0258162424893
chr4,41982070,41982234,chr4_1_09508,2.246986623846525,164,72.98663830906794
chr4,41991227,41991391,chr4_1_09509,1.6694751399674754,164,98.23446667387634
chr4,42397883,42398043,chr4_1_09512,1.7530470388659765,160,91.26965589212138
chr4,42398433,42398584,chr4_1_09512,2.592985816760893,55,21.211068585290192
chr4,43493423,43493593,chr4_0_09515,1.1447762636965475,120,104.8239763571907
chr4,44017217,44017426,chr4_1_09516,1.6724815170934295,209,124.96401177767076
chr4,44017217,44017426,chr4_1_09517,1.6724815170934295,209,124.96401177767076
chr4,46124823,46124991,chr4_0_09524,1.953874871072567,168,85.98298820833776
chr4,46909982,46910152,chr4_0_09529,1.8885904192333152,170,90.0142234487309
chr4,46993959,46994135,chr4_0_09530,2.54213234974185,176,69.2332167591009
chr4,47031151,47031324,chr4_1_09531,2.2800115773941445,173,75.87680769486443
chr4,47463309,47463464,chr4_0_09532,2.575196046606122,155,60.18959224649173
chr4,47463309,47463464,chr4_0_09533,2.575196046606122,155,60.18959224649173
chr4,47463988,47464165,chr4_0_09532,1.2759840911278522,177,138.7164630270181
chr4,47463988,47464165,chr4_0_09533,1.2759840911278522,177,138.7164630270181
chr4,47837377,47837548,chr4_0_09537,2.328482991387807,171,73.43837194966225
chr4,47837377,47837548,chr4_0_09538,2.328482991387807,171,73.43837194966225
chr4,47838961,47839115,chr4_0_09537,0.8224257895413102,106,128.88700883166513
chr4,47838961,47839115,chr4_0_09538,0.8224257895413102,145,176.30770076029663
chr4,47980564,47980726,chr4_0_09543,1.835973253676416,162,88.23657952293458
chr4,47981357,47981527,chr4_0_09543,0.9425333128604974,170,180.36497774711694
chr4,48013270,48013431,chr4_0_09544,1.7135853563136343,161,93.95505126534968
chr4,48013331,48013489,chr4_0_09544,1.7719537538068109,158,89.16711266338507
chr4,48013745,48013899,chr4_0_09544,1.6178611021400435,154,95.18740502277656
chr4,48015777,48015937,chr4_0_09545,2.0104558895511904,160,79.58393955896145
chr4,48015777,48015937,chr4_1_09546,2.0104558895511904,160,79.58393955896145
chr4,48490815,48490966,chr4_1_09551,1.4757594697556544,151,102.32019722360413
chr4,48779363,48779530,chr4_0_09552,1.5187979621914118,167,109.95537534106413
chr4,48985623,48985794,chr4_1_09560,2.150394462043502,171,79.52029407548795
chr4,48985623,48985794,chr4_1_09561,2.150394462043502,153,71.14973680438396
chr4,48986356,48986520,chr4_1_09560,1.9647621052977629,164,83.47066525651742
chr4,48986356,48986520,chr4_1_09561,1.9647621052977629,164,83.47066525651742
chr4,48986820,48986982,chr4_1_09560,2.142713250505287,162,75.60507686308364
chr4,48986820,48986982,chr4_1_09561,2.142713250505287,162,75.60507686308364
chr4,51842137,51842292,chr4_1_09562,2.2118339056103853,155,70.0775947085528
chr4,51842137,51842292,chr4_1_09563,2.2118339056103853,140,63.29589199482188
chr4,52037892,52038049,chr4_0_09566,1.8648243684277777,157,84.19023402850841
chr4,52044378,52044549,chr4_1_09567,1.7874573618904712,171,95.66661764683718
chr4,52050749,52050918,chr4_1_09568,1.198746661798846,169,140.98058028908096
chr4,52788845,52789018,chr4_1_09577,2.0139428078109645,25,12.413460751238267
chr4,52863166,52863325,chr4_1_09578,1.7874127701920235,151,84.47964707322636
chr4,53558760,53558925,chr4_0_09582,1.7183704184904012,165,96.02120603598
chr4,53591817,53591981,chr4_0_09583,1.340521236569878,164,122.34047139726242
chr4,53591817,53591981,chr4_1_09584,1.340521236569878,26,19.39544058737087
chr4,53695227,53695389,chr4_1_09585,0.9656107326674196,162,167.76946912394857
chr4,54099136,54099289,chr4_1_09588,1.7662842011816329,127,71.90235858704834
chr4,54100206,54100359,chr4_1_09588,2.497513238251012,153,61.26093654147942
chr4,54100698,54100864,chr4_1_09588,1.7562031886403855,166,94.52209236023174
chr4,54228517,54228676,chr4_1_09589,1.6883859919111068,159,94.1727784770506
chr4,54228781,54228941,chr4_1_09589,1.1325896076282096,160,141.26917545628984
chr4,54233190,54233362,chr4_1_09590,1.7763903814988664,172,96.82556367754673
chr4,54233190,54233362,chr4_1_09591,1.7763903814988664,172,96.82556367754673
chr4,54331976,54332147,chr4_1_09592,1.7724430804273932,171,96.47700503802152
chr4,54333085,54333254,chr4_1_09592,1.0269139691004887,169,164.57074797417863
chr4,54333458,54333619,chr4_1_09592,1.670030475493848,161,96.40542634552246
chr4,54657631,54657808,chr4_1_09594,2.183244393385812,177,81.0720048274144
chr4,55124798,55124981,chr4_0_09595,2.658917264803833,183,68.82500723974245
chr4,55346642,55346830,chr4_1_09596,1.9905093964120768,188,94.44818514239262
chr4,55384727,55384882,chr4_0_09597,1.8063682603005249,155,85.8075307269918
chr4,55546934,55547109,chr4_0_09600,2.0239624230808904,175,86.46405585614269
chr4,55591591,55591742,chr4_0_09601,1.6951741707440753,151,89.07639262443485
chr4,55592649,55592826,chr4_0_09601,1.8364011944161676,177,96.38416732585071
chr4,55635416,55635585,chr4_0_09602,1.830659524547403,169,92.31645630106021
chr4,55852910,55853100,chr4_1_09605,1.409957388112214,190,134.75584553260165
chr4,55852910,55853100,chr4_1_09606,1.409957388112214,190,134.75584553260165
chr4,56387121,56387282,chr4_0_09609,2.0822914963360297,161,77.31866565430118
chr4,56387121,56387282,chr4_0_09610,2.0822914963360297,161,77.31866565430118
chr4,56656586,56656774,chr4_0_09618,1.9474635845569463,188,96.53582305251194
chr4,56680545,56680725,chr4_0_09619,0.9782066882287602,180,184.01019147183115
chr4,56680545,56680725,chr4_0_09620,0.9782066882287602,20,20.44557683020346
chr4,56820372,56820540,chr4_0_09621,1.6984537359112668,68,40.0364158070612
chr4,56977037,56977199,chr4_0_09628,1.7631155681958977,162,91.88280276247914
chr4,56979879,56980045,chr4_1_09630,1.303360242104525,17,13.043208969264125
chr4,57110358,57110511,chr4_1_09631,1.058917396228892,153,144.48719092242396
chr4,57110358,57110511,chr4_0_09632,1.058917396228892,153,144.48719092242396
chr4,58536019,58536193,chr4_0_09634,1.777594088065719,174,97.88511402473064
chr4,60921870,60922034,chr4_1_09638,1.7920812330677072,164,91.51370873923095
chr4,61200564,61200731,chr4_1_09640,2.5525283822419342,167,65.42532539964188
chr4,61201842,61202002,chr4_1_09640,2.555524144853874,160,62.60946519413491
chr4,61201842,61202002,chr4_1_09641,2.555524144853874,160,62.60946519413491
chr4,65005119,65005285,chr4_0_09645,1.194100561448877,166,139.01676739736374
chr4,65005371,65005531,chr4_0_09645,1.5389789719488127,129,83.82180806320375
chr4,66276515,66276666,chr4_1_09650,1.7142938796879508,151,88.08291378108764
chr4,67421044,67421209,chr4_0_09651,1.365606491999701,165,120.8254361462395
chr4,67421890,67422045,chr4_0_09651,1.5589914633226565,155,99.42325127916396
chr4,67546458,67546625,chr4_0_09652,0.9290072291538476,45,48.438804982159944
chr4,67557954,67558118,chr4_1_09653,1.391934165675879,164,117.82166430289956
chr4,68054250,68054413,chr4_1_09660,0.8270149689057265,163,197.09437692001532
chr4,68063288,68063465,chr4_0_09661,1.3710827326632389,177,129.0950544291292
chr4,68129937,68130087,chr4_0_09662,1.7067447945207326,150,87.8866017236755
chr4,68183169,68183332,chr4_1_09663,1.767008356889319,123,69.60917842886265
chr4,68217137,68217295,chr4_0_09664,0.4798273287827773,158,329.28512096385447
chr4,68217321,68217487,chr4_0_09664,0.527652572871772,166,314.60094868208034
chr4,68246326,68246493,chr4_0_09665,0.4980821950492908,167,335.28602640267735
chr4,68349136,68349294,chr4_0_09666,1.075224630387965,158,146.94603856218407
chr4,68349327,68349499,chr4_0_09666,1.7342517396906352,172,99.17821966877902
chr4,68447710,68447890,chr4_1_09667,0.8739854011872623,180,205.9530968772243
chr4,68670829,68670987,chr4_0_09669,1.0363511866780657,158,152.45797180630956
chr4,68815034,68815199,chr4_1_09670,0.7889896508858185,165,209.12821836731362
chr4,69096526,69096689,chr4_1_09674,1.6410411846484407,163,99.32718418332651
chr4,69280383,69280553,chr4_1_09677,1.0236834856138928,170,166.06695564503778
chr4,69495455,69495619,chr4_0_09678,0.8887025726884368,164,184.5386803639821
chr4,69639278,69639447,chr4_0_09680,1.3778571425112451,169,122.65422501783108
chr4,69930191,69930347,chr4_1_09685,0.6964061247516243,156,224.00722000490438
chr4,69931773,69931930,chr4_1_09685,0.7560312312295766,157,207.66337885891562
chr4,69959925,69960109,chr4_0_09686,1.0014580605044876,99,98.85586217173034
chr4,70154727,70154887,chr4_1_09692,1.296603437861671,160,123.39933346456984
chr4,70195163,70195339,chr4_1_09693,1.398290826473675,176,125.86795012011291
chr4,70227095,70227251,chr4_1_09694,1.4569720495105418,29,19.90429398404885
chr4,70243107,70243285,chr4_1_09695,0.8658766477488896,178,205.5720066625717
chr4,70243610,70243760,chr4_1_09695,0.4031383490534373,6,14.883228088044484
chr4,70335858,70336025,chr4_1_09696,1.6129384212175326,123,76.25833595504098
chr4,70360421,70360572,chr4_1_09697,1.351346801999473,151,111.74037617625478
chr4,70360666,70360823,chr4_1_09697,1.052889951804296,157,149.11339948771976
chr4,70591222,70591391,chr4_1_09704,1.3778571425112451,136,98.7039917303256
chr4,70721869,70722022,chr4_1_09710,1.807777012850072,153,84.63433206221936
chr4,70722362,70722513,chr4_1_09710,0.8692070475903781,151,173.72155508702244
chr4,70994188,70994373,chr4_1_09715,1.4483397574051358,185,127.73245991082119
chr4,70994373,70994537,chr4_1_09715,1.6045074912341393,164,102.21205005023448
chr4,71186140,71186303,chr4_1_09716,1.3260353628644057,163,122.92281530705122
chr4,71186140,71186303,chr4_1_09717,1.3260353628644057,45,33.93574655716138
chr4,71187352,71187518,chr4_1_09716,1.483899033369211,166,111.86744937968923
chr4,71187352,71187518,chr4_1_09717,1.483899033369211,166,111.86744937968923
chr4,71187645,71187817,chr4_1_09716,2.612355836608477,120,45.93554917686538
chr4,71187645,71187817,chr4_1_09717,2.612355836608477,172,65.84095382017371
chr4,71187757,71187921,chr4_1_09716,2.550199727833101,8,3.1370091968434104
chr4,71187757,71187921,chr4_1_09717,2.550199727833101,164,64.30868853528992
chr4,71338075,71338245,chr4_1_09718,1.1447762636965475,170,148.50063317268683
chr4,72031041,72031194,chr4_1_09722,1.2661345813104845,153,120.84023472579095
chr4,72039239,72039404,chr4_1_09723,2.352424883401903,165,70.14039052392151
chr4,72039568,72039741,chr4_1_09723,0.770814491269395,173,224.43791853873896
chr4,73258182,73258350,chr4_0_09728,2.501067555970412,168,67.17131634407858
chr4,73436235,73436387,chr4_1_09730,0.7764454285980883,152,195.76391901030794
chr4,73480653,73480819,chr4_1_09731,2.2077984274995868,75,33.97049253492778
chr4,73481243,73481417,chr4_1_09731,0.6476500365987371,174,268.6636148648977
chr4,73507709,73507878,chr4_1_09732,0.8662490084800015,76,87.73458815653531
chr4,73852548,73852702,chr4_1_09737,1.1315430028140572,154,136.09734638190002
chr4,73853156,73853322,chr4_1_09737,2.507685170754029,166,66.19650741487852
chr4,73868814,73868994,chr4_1_09738,1.623030302269758,180,110.90365949931774
chr4,73998062,73998238,chr4_0_09742,1.8478469948701377,176,95.2459811275494
chr4,74157651,74157834,chr4_1_09747,1.8260454885618376,183,100.2165614965746
chr4,74157651,74157834,chr4_1_09748,1.8260454885618376,183,100.2165614965746
chr4,74365344,74365504,chr4_1_09750,2.0104558895511904,160,79.58393955896145
chr4,74445504,74445680,chr4_1_09751,1.9770581259213715,176,89.02115607652074
chr4,74793395,74793554,chr4_0_09752,1.7874127701920235,32,17.902971565187045
chr4,74793580,74793732,chr4_0_09752,2.072271713771791,152,73.34945460570958
chr4,74794581,74794734,chr4_0_09752,2.5736587561960933,153,59.44844071952115
chr4,74933544,74933716,chr4_1_09753,2.5843325337611645,172,66.55490257272584
chr4,74970739,74970932,chr4_0_09754,1.6230041651976563,193,118.91528323742511
chr4,74970908,74971093,chr4_0_09754,1.604922229084239,185,115.27038298021463
chr4,75556080,75556232,chr4_1_09760,1.69786271633118,152,89.52431697684523
chr4,75556080,75556232,chr4_1_09761,1.69786271633118,152,89.52431697684523
chr4,75902909,75903085,chr4_0_09768,1.0787995058695523,176,163.14430906059553
chr4,75940337,75940503,chr4_0_09769,2.243935696223403,166,73.97716444342943
chr4,75989994,75990144,chr4_0_09771,1.5615231695948368,150,96.06005400414263
chr4,75989994,75990144,chr4_0_09772,1.5615231695948368,150,96.06005400414263
chr4,76011422,76011592,chr4_1_09774,2.5967961507167256,170,65.46528496396583
chr4,76011834,76012002,chr4_1_09774,1.7510731822917744,168,95.94116436648552
chr4,76075292,76075449,chr4_1_09777,1.7787212647171216,157,88.26565640961653
chr4,76147586,76147749,chr4_0_09778,1.661565848371625,163,98.10023488370562
chr4,76147586,76147749,chr4_0_09779,1.661565848371625,163,98.10023488370562
chr4,76213494,76213680,chr4_0_09780,1.922665355777064,186,96.74070396136423
chr4,76213494,76213680,chr4_1_09781,1.922665355777064,186,96.74070396136423
chr4,76252095,76252262,chr4_1_09782,2.5525283822419342,167,65.42532539964188
chr4,76252095,76252262,chr4_1_09783,2.5525283822419342,167,65.42532539964188
chr4,76573530,76573714,chr4_1_09787,2.4167657411115284,184,76.13480978730442
chr4,76575255,76575412,chr4_1_09788,1.3356999730540915,157,117.54136644999544
chr4,76576257,76576434,chr4_1_09788,1.0959697510377564,177,161.5008076932794
chr4,76949671,76949836,chr4_1_09790,1.860933489636968,165,88.66517848103658
chr4,77512377,77512550,chr4_1_09795,1.6549470895610128,173,104.53506404599894
chr4,77817894,77818075,chr4_0_09797,1.2900282788714257,12,9.302121663951533
chr4,78057957,78058141,chr4_1_09801,2.5770335075661026,184,71.39992532490588
chr4,78057957,78058141,chr4_1_09802,2.5770335075661026,184,71.39992532490588
chr4,78550732,78550894,chr4_1_09804,1.567542026164583,125,79.74267860992947
chr4,78551954,78552115,chr4_1_09804,1.905412420522893,161,84.49614281186304
chr4,78646427,78646633,chr4_1_09805,2.1337394033734203,206,96.54412327687069
chr4,78939908,78940066,chr4_0_09808,1.423790377360632,158,110.97139193544372
chr4,78971687,78971849,chr4_1_09809,1.7792553429849047,162,91.04932613450886
chr4,78971708,78971874,chr4_1_09809,1.7958268996476374,166,92.4365260552513
chr4,78971722,78971881,chr4_1_09809,1.8881226604674024,159,84.2106306592601
chr4,79325870,79326028,chr4_0_09810,2.4849932545087965,158,63.5816615249652
chr4,79407733,79407905,chr4_0_09811,1.631792107526148,172,105.40558396299504
chr4,79492107,79492277,chr4_1_09812,2.261142805136897,170,75.18322134001954
chr4,79492926,79493086,chr4_1_09812,0.4364247539403209,160,366.61531811708204
chr4,80185245,80185415,chr4_1_09817,1.6048079850157522,170,105.93167630477072
chr4,80197059,80197218,chr4_1_09818,2.405703236100513,159,66.09294014906368
chr4,80197401,80197566,chr4_1_09818,2.176763619078004,165,75.80060533623207
chr4,80197645,80197814,chr4_1_09818,1.7077034053493263,169,98.96332083815778
chr4,80267410,80267595,chr4_1_09819,1.6996630384782132,178,104.7266404989142
chr4,80267410,80267595,chr4_1_09820,1.6996630384782132,185,108.84510388932094
chr4,80336030,80336196,chr4_1_09821,2.5624291749164976,166,64.78227832595977
chr4,80336030,80336196,chr4_1_09822,2.5624291749164976,166,64.78227832595977
chr4,81029740,81029896,chr4_1_09823,1.895452509907622,156,82.30224665855802
chr4,81030487,81030653,chr4_1_09823,2.2900741977865517,166,72.48673434268882
chr4,81214406,81214565,chr4_0_09826,1.8490338673404472,159,85.99085328204248
chr4,81214406,81214565,chr4_0_09827,1.8490338673404472,159,85.99085328204248
chr4,81471927,81472108,chr4_0_09828,0.9115421497625812,181,198.56459742113185
chr4,81472698,81472852,chr4_0_09828,1.0968410480474602,154,140.4032063480327
chr4,82374340,82374505,chr4_0_09829,2.463539213982086,165,66.97681086768355
chr4,82374340,82374505,chr4_0_09830,2.463539213982086,165,66.97681086768355
chr4,82431191,82431373,chr4_0_09831,2.5992239432775257,34,13.080827486194687
chr4,82431191,82431373,chr4_1_09832,2.5992239432775257,182,70.0209000731598
