Gene symbol,Normalized TPM of Artery - Aorta,Normalized TPM of Breast - Mammary Tissue,Normalized TPM of Colon - Transverse,Normalized TPM of Heart - Atrial Appendage,Normalized TPM of Kidney - Cortex,Normalized TPM of Liver,Normalized TPM of Lung,Normalized TPM of Ovary,Normalized TPM of Pancreas,Normalized TPM of Placenta,Normalized TPM of Stomach,Normalized TPM of Whole Blood,Specific high expression tissue,TSS ID
KLRB1,2.639904027777779,2.28628191721133,5.716021009852216,0.6539693473193475,2.226265882352941,2.4227057522123885,14.792370242214536,0.8883396111111109,0.3773279268292682,0.491,2.537834818941502,33.191882251655606,Whole Blood,chr12_0_24072
ADGRE3,0.0996465046296296,0.08410751416122,0.098353669950739,0.0963548321678321,0.0687372470588235,0.1459335,2.78619588235294,0.0342922777777777,0.0196996890243902,0.231,0.0753311922005571,33.66047337748342,Whole Blood,chr19_0_34527
NLRP6,0.8081217129629631,0.7086127450980394,1.1219219211822669,0.2049779930069932,1.81234,2.1530119469026547,2.4743503460207634,0.2533917222222223,0.5104059451219511,0.1369999999999999,0.6042559331476322,34.68146834437086,Whole Blood,chr11_1_21473
ARHGAP15,2.675581944444444,3.25813616557734,3.2278152709359618,2.23809324009324,2.305007058823529,1.6316446902654862,8.168448096885816,1.0170099444444445,0.3065358231707313,0.929,1.7426916434540387,35.007083443708595,Whole Blood,chr2_1_05644
CCR7,1.8772837962962965,3.7588784313725503,3.003084729064038,1.9541147552447533,1.3428218823529414,1.3273685840707967,4.190967301038064,3.1183255555555567,0.3530690548780489,0.569,1.4658510027855167,35.23521721854306,Whole Blood,chr17_0_32050
PRG3,0.0416982638888888,0.0481686710239651,0.0089930788177339,0.0363975524475524,0.0097787058823529,0.0486401769911504,0.9042147750865052,0.0101856666666666,0.0064491463414634,0.114,0.0129367409470752,35.537268927152354,Whole Blood,chr11_0_22381
CRISP3,0.2187134027777776,1.0134461873638347,0.1590099999999999,0.1562572027972026,0.1366636941176469,0.3887301327433628,2.6456959688581327,0.9043341666666664,4.288526213414634,0.301,0.4201951810584957,35.735889205298044,Whole Blood,chr6_0_13613
S1PR5,0.8335264120370366,0.9620825490196082,0.4616216995073894,0.3638243006993009,0.5666112941176471,0.8145107522123894,4.968597923875429,0.4654616111111112,0.718459054878048,0.469,0.3061696657381617,36.21461499337749,Whole Blood,chr19_0_34308
DHRS13,2.697479398148145,5.234522004357298,3.78142118226601,1.2489459207459217,5.588031764705884,7.496992477876103,6.737847750865053,4.880333333333336,2.880710975609756,6.077000000000001,4.394752089136491,36.52884238410599,Whole Blood,chr17_0_31732
EPB42,0.2129647314814814,0.9651240305010892,0.0861993004926108,0.2232070815850818,0.1551489764705882,0.2284988761061948,0.8114002422145332,0.2278641111111111,0.0306045670731707,1.026,0.0681170501392757,37.62753907284765,Whole Blood,chr15_0_28430
VSTM1,0.1278648148148147,0.0845881917211329,0.1305902463054187,0.0844693706293706,0.1244163529411764,0.1623284513274335,2.30983115916955,0.0675007777777777,0.0417716463414634,0.124,0.1011452367688022,38.60212052980135,Whole Blood,chr19_0_35972
CR1,1.6143705324074082,0.9621088888888892,1.123257266009852,0.5026557109557113,1.6553545882352934,0.5137869026548669,5.375348096885814,0.4410655944444447,0.1199468658536585,6.4510000000000005,0.7605781002785518,39.86229271523179,Whole Blood,chr1_1_03491
SLA2,1.660435416666669,1.2704197603485827,1.5714507635467985,0.6713949650349647,0.7071598823529415,0.7024982743362833,9.192159169550182,0.5784765555555555,0.2179274390243901,0.25,1.628029526462396,40.1097096688742,Whole Blood,chr20_0_36806
NLRP3,3.0386958333333327,1.97668779956427,1.272333743842364,1.0498722843822852,0.6708339999999999,0.3818703097345134,9.399427335640146,0.9351643333333338,0.3213167378048778,1.988,1.193144011142062,41.13725483443703,Whole Blood,chr1_1_04004
ADGRE1,0.4092802314814813,0.2518636143790849,0.3819078571428575,0.1433214242424242,0.2199590235294118,0.593568442477876,4.769647058823524,0.0966900555555555,0.0796252499999999,0.725,0.3096564902506962,41.4795827814569,Whole Blood,chr19_1_34157
LILRA1,0.9199165740740732,0.6599632026143794,0.6214935221674875,0.3316864708624709,0.5267688235294117,0.6820522566371673,5.934895674740482,0.3096480555555558,0.2481291920731706,0.521,0.4729803342618385,41.60629801324505,Whole Blood,chr19_1_36016
CEACAM8,0.0860201157407407,0.1404172374727669,0.3588113546798029,0.1105389999999999,0.0663454470588235,0.1928184778761061,3.2157125605536354,0.0422481666666666,0.0181572621951219,0.295,0.0464997771587743,42.58408490066218,Whole Blood,chr19_0_35271
ST20,3.8895462962962943,5.485871241830069,4.42462438423645,2.5200783216783207,4.5872,6.256159292035396,10.013067474048444,6.573605555555557,2.0454280487804875,4.607,3.135555431754877,43.279356423841016,Whole Blood,chr15_0_29071
RGS18,1.2769555555555558,0.9054247712418304,1.0151290147783252,0.5088957575757578,0.4417155882352939,0.4861855309734514,7.561473702422142,0.3888957222222222,0.2215224999999999,1.55,0.6432312256267405,43.69379721854301,Whole Blood,chr1_1_03228
SH2D2A,1.8194140277777768,2.490601350762525,2.987329802955663,2.1252855477855483,1.9778805882352937,1.3866508849557513,10.308479065743937,1.4958700000000005,0.6474198170731713,0.119,2.354744568245125,44.99286701986753,Whole Blood,chr1_0_02705
RUNDC3A,0.3675706481481477,1.0577592374727676,3.6331684729064047,1.6949426573426578,2.3337352941176466,0.2144038495575221,1.117795709342561,2.236541388888889,2.398678048780486,0.619,2.9988364902506963,45.159519205297975,Whole Blood,chr17_1_32289
BPI,0.5845540740740738,0.281606973856209,0.1361796059113301,0.2057465827505828,0.3212242352941177,0.2305668407079645,2.5362891522491333,1.8334277777777777,0.021796987804878,0.121,0.1340934150417825,45.69538052980136,Whole Blood,chr20_1_36842
SLC22A4,2.4993462962962933,2.94471531590414,2.245333004926108,1.8260720279720275,3.656936470588236,0.6622038053097338,5.847703287197231,4.5959277777777805,0.3471164024390245,3.683,0.8925181894150428,46.1561377483444,Whole Blood,chr5_1_11692
SNX20,2.0942111111111106,1.420047712418301,2.170984975369458,0.5517417948717949,1.1060569411764705,0.7202801769911503,8.954617647058832,0.7236997222222221,0.3759978658536586,1.607,1.3423122562674072,47.38570198675493,Whole Blood,chr16_0_30367
TRAF3IP3,1.8580224537037024,1.806970806100216,4.325456896551727,0.6562004895104898,3.1366058823529417,1.2676159292035405,11.492522318339097,0.8769773333333338,0.4733259146341462,0.426,2.8560738161559898,49.7126304635761,Whole Blood,chr1_1_03519
TNFSF13B,4.743649305555555,3.329758605664486,2.5406096059113303,3.4185519813519787,1.8460588235294104,2.132184513274337,17.25120588235295,2.0232983333333325,1.0450088414634149,2.673,2.0500997214484684,49.93205430463577,Whole Blood,chr13_1_26562
CD8A,3.095980092592592,3.4684774074074056,3.2426024630541863,1.0088748484848489,1.6209149411764714,1.3219499115044255,13.94162283737024,1.3524279999999995,0.943817164634146,0.104,6.385025626740947,50.68979390728472,Whole Blood,chr2_0_05066
CLEC4D,0.5880449768518518,0.3192527450980391,0.1921895073891625,0.2164738205128207,0.1919858823529412,0.2205170398230089,5.294845328719727,0.1298551666666666,0.0728275213414634,1.272,0.3571425626740946,51.41789827814565,Whole Blood,chr12_1_24041
PFKFB4,3.932677777777776,2.6421941176470565,3.083283251231528,1.166175990675991,3.2128729411764705,0.9918621681415924,6.839608996539793,5.471736666666667,5.6247652439024405,11.202,1.4496423398328695,52.09703841059608,Whole Blood,chr3_0_07394
NLRC4,1.6901694444444442,1.2489198257080587,0.9646955665024636,0.9612165501165504,0.6177976470588233,0.8075584070796463,6.3725416955017264,0.8515138888888891,0.5046445121951217,1.749,0.8025873537604459,53.64839470198674,Whole Blood,chr2_0_04462
ADGRE2,1.863454398148148,2.5721052287581707,1.2857160098522162,0.5324627505827503,1.5449396470588233,0.8016873451327431,8.969461937716266,0.3976153722222221,0.4257280487804878,0.353,1.167440947075209,54.296046357615865,Whole Blood,chr19_0_34530
TAGAP,2.311931712962964,2.4455145969498906,2.933462315270936,0.8910950815850815,1.256666470588235,0.9280336283185846,10.301136678200692,1.730668333333333,0.3370810030487806,1.3159999999999998,1.6144782729805025,55.42729271523177,Whole Blood,chr6_0_14509
DOCK2,6.019128935185188,4.470944226579518,5.314132758620686,1.678779953379954,2.330454588235293,1.5006438053097348,24.13365051903111,1.8959855555555567,0.8116187499999999,5.388999999999999,5.170843454038997,56.04377350993382,Whole Blood,chr5_1_12283
HCG27,5.0528868055555565,2.7812638344226577,3.3838741379310364,1.3166592074592076,2.0998670588235293,1.3553137168141596,10.16042404844292,4.467067222222225,1.3449265243902444,0.557,1.9965573816156,56.47392172185436,Whole Blood,chr6_1_13056
SIGLEC9,4.388704861111116,2.66850740740741,2.2141120689655183,1.5324952913752912,1.356410705882353,1.9486396460176976,12.148102076124577,3.3278066666666666,0.7144316463414633,3.0410000000000004,1.587695626740946,56.59163708609269,Whole Blood,chr19_1_35773
TREML1,0.885837708333333,0.9619687581699352,0.2073709113300492,0.3312435431235431,0.2707056470588235,0.2447582300884954,4.066525778546712,0.3245382777777777,0.3169350609756098,0.358,0.2137489972144848,57.0327174834437,Whole Blood,chr6_0_13410
RELT,4.379057870370368,4.110546187363833,2.9946029556650227,5.273009324009322,2.661177647058824,1.508177433628319,20.82213494809689,3.5073494444444453,0.5051432926829269,4.9460000000000015,2.4752710306406693,58.1816344370861,Whole Blood,chr11_1_23022
SYTL3,5.014905324074078,7.289608932461878,6.142160098522169,5.039117715617717,5.322861176470589,1.6223650442477882,32.693735294117644,4.235522222222221,0.8141954268292682,0.938,7.771041782729809,59.88077086092712,Whole Blood,chr6_1_14497
RASAL3,4.106812037037038,4.220171241830064,7.684072660098512,1.2710582750582748,5.220911764705885,2.858083628318582,28.84688235294121,1.860955666666668,1.062236890243903,0.581,4.808637325905296,60.08015761589406,Whole Blood,chr19_0_34555
NLRP12,0.4480399074074076,0.2954378213507627,0.1800040862068965,0.2440992797202799,0.1480802823529411,0.1845009734513272,3.2232771626297576,0.1530910555555555,0.1071166676829269,0.439,0.2281578802228413,60.11220940397352,Whole Blood,chr19_0_35958
ITGA2B,0.7434414351851857,1.354292810457516,0.6995966009852224,1.940106759906761,1.311269411764706,0.5075496017699117,13.848462110726636,5.1899283333333335,0.18407625,0.991,0.7349590250696373,60.38884172185425,Whole Blood,chr17_0_32295
KLRK1,5.422040740740738,6.452169934640532,6.311554926108375,1.971176759906761,3.6982,4.9820738938053095,35.75381833910033,3.2679555555555564,1.1534371646341466,0.861,7.322376323119777,60.395388609271535,Whole Blood,chr12_0_24111
CD247,2.0175986111111106,2.2315764705882346,3.0033465517241376,0.7740910955710957,1.5082047058823524,2.045648230088496,14.150916955017292,0.8925744444444444,0.2553376219512195,0.301,1.8457462395543185,61.305921324503295,Whole Blood,chr1_0_02945
RGL4,1.7394712962962973,2.091269281045752,1.811987931034483,0.994184848484848,1.7437152941176464,0.7139969026548673,5.987105536332175,3.87665,1.091886280487804,0.103,1.6103456824512532,64.13931655629148,Whole Blood,chr22_1_38161
IL2RB,2.7394599537037028,2.0284248148148145,2.8656302955665023,0.7354191142191141,1.2726318823529408,4.078448672566372,13.668414359861586,0.7385332777777778,0.3375174999999999,4.5680000000000005,2.3816183844011154,64.21207615894038,Whole Blood,chr22_0_38473
DPEP2,2.0613067129629634,2.367789978213506,3.2087665024630536,1.2301401631701627,1.3263094117647056,0.956544734513275,15.086461245674752,0.8085966111111107,0.3927067073170731,22.336,1.3127545125348186,65.35259337748336,Whole Blood,chr16_0_30632
PIK3R5,6.379126620370368,4.535812200435733,4.511085714285716,1.7809776223776226,2.1022963529411767,1.6683199115044247,28.28531487889273,1.6584134055555546,0.9769128963414628,1.681,2.8124398328690807,65.96977483443703,Whole Blood,chr17_0_31419
CEACAM3,0.2111896296296297,0.2003499564270151,1.0240044581280792,0.2893145687645686,0.2014939999999999,0.3797234513274334,5.387327681660906,0.0732449444444444,0.0436211097560975,0.159,0.2216079693593315,67.28242913907279,Whole Blood,chr19_1_35224
PSTPIP2,8.274967592592603,11.22573834422658,7.279128078817727,2.129075524475524,4.178238823529412,7.400544247787613,25.247844290657437,8.362233333333334,2.7607320121951235,11.109000000000002,9.08617548746518,68.12847284768215,Whole Blood,chr18_0_33590
MGAM,1.69015648148148,0.4364010021786493,0.6528596305418721,0.2633498135198134,3.4372988235294115,0.3592256637168142,5.985216955017312,0.3076130000000001,0.1009028963414633,0.5920000000000001,0.7329811699164346,68.80606754966898,Whole Blood,chr7_1_16325
CLEC12A,1.3138944907407408,1.5392565359477126,1.659366921182266,1.1316662237762234,0.6620969411764703,1.111492920353982,18.626598615916947,0.5107590555555556,0.3769651829268289,1.25,1.2569423398328683,69.09375761589399,Whole Blood,chr12_1_24088
PLXNC1,3.8952141203703694,4.38655708061002,2.7063637931034497,1.4825205128205128,1.6276564705882348,0.7531380530973447,14.679643598615913,15.308622222222214,0.8776228658536587,4.522,1.9937718662952637,69.33460529801326,Whole Blood,chr12_1_25200
SIRPB2,3.8629074074074055,2.711943093681919,2.426717733990149,1.413887948717948,1.3384694117647054,0.8789463716814157,11.332361072664346,1.1333413888888892,0.5547891768292684,3.902,1.4859950417827308,70.72790596026486,Whole Blood,chr20_0_36308
CD300LF,1.4373798379629628,0.9225893246187368,1.9311016009852224,0.4139107226107224,0.7316362352941175,0.655477610619469,23.42774567474052,0.4546869999999999,0.3776868932926831,0.3939999999999999,0.6715870194986071,71.1757430463576,Whole Blood,chr17_0_32879
TMEM71,2.6824666666666666,3.0738858387799595,6.271612068965517,10.69935967365967,1.1947958823529412,0.9688486725663712,11.047479238754327,0.9634370000000002,0.3097246554878048,0.506,2.6146440111420626,71.92120927152317,Whole Blood,chr8_0_17905
BST1,9.185826388888891,7.834980392156863,4.962118226600985,7.9923006993006975,3.842658823529412,1.645538938053098,11.937809688581323,6.70417222222222,0.4470193597560977,2.587,2.168523119777157,72.32967417218549,Whole Blood,chr4_1_09339
TMC8,5.822440509259256,6.431171459694989,11.231403940886702,2.366693006993005,6.452372941176474,4.287533185840707,34.72241003460207,2.6301422222222226,1.3010929878048785,1.5730000000000002,6.208802228412258,72.506936423841,Whole Blood,chr17_1_33040
RUNX3,3.9956083333333328,6.483321350762527,4.421841133004927,0.9917773426573424,2.064828235294117,1.6640508849557536,18.26759861591697,0.9136634999999996,0.5491991463414629,0.17,3.2177991643454056,73.03458145695367,Whole Blood,chr1_0_00630
PARVG,9.336937499999998,6.022353376906311,7.249628078817728,2.489129137529136,4.52668705882353,3.679964159292037,40.633873702422136,3.1101777777777766,1.843612439024389,1.83,4.555135097493039,73.29170728476824,Whole Blood,chr22_1_38724
FRAT1,3.564782638888889,5.206822657952071,5.211669704433496,2.314985780885781,2.3912776470588235,8.517734513274334,7.869572318339099,5.677861111111111,3.005921341463416,7.652,5.143405292479109,73.67787443708615,Whole Blood,chr10_1_20940
LCK,2.4361090277777784,2.5921912854030498,6.385337684729063,0.934095827505828,3.35354988235294,1.8908889380530969,17.242955363321787,1.1274084999999998,0.5435419512195121,0.305,4.163184289693594,73.90501947019862,Whole Blood,chr1_1_00829
ARHGAP25,3.0326196759259227,7.620043572984746,4.08923669950739,2.5600344988344994,4.302600000000002,2.0809084070796464,19.639339100346028,11.972988888888896,0.7535349695121948,2.685,2.683521448467967,75.22595496688744,Whole Blood,chr2_1_04824
ZDHHC19,0.3563917824074072,0.4500235511982572,0.2761628078817734,0.2583932867132868,0.3607042352941176,2.1399853982300905,4.664242733564011,7.3001507222222175,0.062814094512195,0.079,0.3086719498607243,75.70898834437084,Whole Blood,chr3_0_09024
RASSF5,9.429502314814815,6.98999803921568,6.180943349753701,7.283798601398603,4.124825882352943,7.457840707964602,32.74688062283736,5.452648333333332,5.3976493902439024,1.152,8.557857938718666,76.35811125827806,Whole Blood,chr1_1_03462
CD48,2.287444629629632,2.087737037037034,4.6728990147783245,0.7371527272727272,1.8865595294117643,1.2185659292035391,13.194958477508663,0.7600277222222226,0.4482521646341462,0.774,2.3048108635097493,78.14084768211916,Whole Blood,chr1_0_02813
FCMR,2.6141978935185173,6.110744008714597,8.177815024630544,1.9598629370629368,4.597895294117646,2.210311946902656,11.669891003460217,2.3032603888888894,0.844856310975609,0.487,3.732030919220058,78.46081854304634,Whole Blood,chr1_0_03477
SIGLEC14,2.8850323842592567,1.6345017429193909,1.9803381773399007,1.172465151515152,0.8882632941176469,1.188200486725664,13.667120346020765,0.946929444444444,0.5036351524390247,1.063,1.5940566852367688,78.47597414569537,Whole Blood,chr19_0_35803
PRAM1,1.920894212962964,2.3249023965141613,1.459130049261082,0.8206254545454545,1.3985449411764708,2.2189787610619467,20.35502975778548,2.9635416666666665,0.8940767073170733,0.298,1.196161281337048,79.27884370860927,Whole Blood,chr19_0_34226
GZMA,4.996640439814816,3.872962396514161,7.276587192118229,1.3750062703962684,2.663579529411764,3.453812079646017,20.473128027681675,1.916785888888888,0.7010387195121953,0.764,4.719894986072422,79.33013245033106,Whole Blood,chr5_1_11031
CD300E,3.594181250000001,1.5258260784313715,1.351521305418719,1.9626760372960363,1.1879952823529412,1.0972074778761065,33.7746975778547,0.8550103333333336,0.4344500030487805,0.316,1.7071459554317543,80.04411125827812,Whole Blood,chr17_0_32877
DENND1C,3.8246486111111135,4.350178213507622,12.19080812807882,1.3490358974358987,8.9232,4.937588495575219,25.727174740484436,1.772188333333333,4.393942073170732,0.565,8.904937883008357,80.1314291390729,Whole Blood,chr19_0_34141
CPPED1,21.60646064814817,8.507429193899782,8.635960591133001,3.778315617715621,10.28184705882353,9.656774336283188,10.93593425605536,6.707938888888885,1.3890445121951227,19.037,6.265504178272985,80.98743443708611,Whole Blood,chr16_0_29809
CLEC7A,12.109187500000004,6.6045413943355085,6.5216982758620725,4.894458741258744,3.6114529411764713,2.5204451327433635,55.8501297577855,4.4786765555555546,1.963849939024392,3.788,4.026314763231197,81.41147947019857,Whole Blood,chr12_0_24097
SYK,7.036687962962969,7.90545294117647,16.00318719211821,1.9322573426573428,10.215705882352944,1.54584203539823,24.4386038062284,2.098130055555556,6.71157012195122,8.628,8.406175487465173,82.96328741721855,Whole Blood,chr9_1_18841
TBXAS1,6.367597222222222,4.058461873638344,4.622088423645319,1.5581794871794876,3.914717647058822,1.7141809734513271,22.84103287197232,1.8907361111111096,1.0012232621951211,3.679,3.754564902506964,83.13091523178817,Whole Blood,chr7_1_16287
CCDC88B,5.247613425925928,5.821716775599125,14.31744827586208,2.908792307692309,3.88614588235294,2.546589823008848,26.611363321799328,4.181683333333332,1.6964990853658537,0.586,6.225623955431756,83.58633774834432,Whole Blood,chr11_1_22684
ABCA7,4.454441435185184,10.76973420479302,9.35571674876848,2.9308876456876445,8.564070588235296,3.638326106194691,31.389006920415195,1.9828894444444445,7.378817073170729,2.356,7.051919220055715,85.58090860927156,Whole Blood,chr19_1_33913
RNASE3,0.4242974999999999,0.3048681699346406,0.4082184236453204,0.2346331235431235,0.142872,0.3393615044247786,4.528244204152244,0.2848540555555556,0.0843769207317073,0.2339999999999999,0.1688639554317548,85.8226498013246,Whole Blood,chr14_1_26737
SIGLEC10,7.08816092592593,3.339369433551198,5.287896059113304,1.807655967365968,3.3652427058823533,3.29127743362832,25.264675259515567,1.4354440000000008,2.08452875,0.897,3.3638802785515285,87.26222781456953,Whole Blood,chr19_0_35794
C16orf54,0.9065029398148148,0.7787880392156858,2.2358345320197026,0.3129417948717947,1.0020735294117646,0.4380381858407081,4.603654325259512,0.2357832222222222,0.2354436280487805,1.508,1.5685340389972144,87.7783735099338,Whole Blood,chr16_0_30122
TACC3,5.450882175925926,6.1377821350762485,11.588628078817736,3.4314223776223747,4.534178823529411,3.4687845132743367,17.14547923875434,5.750861111111112,1.500569207317073,4.522,8.061874651810587,90.17963708609273,Whole Blood,chr4_1_09145
ZAP70,3.8087118055555536,4.959889106753813,7.943158128078815,1.8041163170163168,5.012059999999999,3.8073469026548703,29.17674048442908,2.3488038888888867,0.8701803353658537,0.337,5.394076880222839,91.41471920529804,Whole Blood,chr2_1_05183
OSM,4.152839120370366,1.3169306318082792,0.8363604187192117,1.18163724941725,1.4013576470588236,0.8300094247787607,14.397220761245668,1.0525011666666666,0.3629312926829266,0.999,1.171213245125348,92.14775298013242,Whole Blood,chr22_0_38308
SIRPB1,1.0314715833333337,1.0251264052287588,0.5365531527093594,0.4828528368298368,0.4718228823529413,0.5478564159292034,7.804115051903117,0.4816581666666668,0.189102125,0.173,0.5107249999999998,92.24177748344376,Whole Blood,chr20_0_36310
SAMSN1,8.500641666666663,5.011394989106751,5.57576477832512,3.093745920745921,2.3571112941176477,1.875993805309734,34.321657439446376,1.9386610000000013,0.8661504878048785,3.427,4.684153760445684,94.04207284768214,Whole Blood,chr21_0_37417
AOAH,5.060112500000002,2.8578518518518505,5.9253943349753655,1.167358974358974,2.2355282352941184,2.0660221238938057,17.35914359861593,1.6062633333333338,0.8353353353658535,4.933,2.554040111420611,94.05784503311256,Whole Blood,chr7_0_15107
PTAFR,3.9484680555555536,4.0509067538126375,4.077074876847292,0.95928696969697,3.3218247058823533,0.8841292035398233,16.115837024221474,1.204366611111111,1.1328233536585366,4.271,2.8347529247910868,94.76326357615892,Whole Blood,chr1_0_00738
MX2,7.175202777777775,18.226655773420468,7.68758226600985,7.564776223776231,5.730178823529415,1.550693805309734,17.26401038062284,7.852861111111117,1.9819170731707296,3.082,9.338323119777163,95.0118357615894,Whole Blood,chr21_1_37743
MEFV,1.2760476620370371,0.8465404575163394,0.9413540147783248,0.8330812820512824,0.7484168235294117,0.9033505309734516,14.809700692041528,0.4318234444444447,0.2008048231707317,0.72,0.8144078272980505,95.41029933774836,Whole Blood,chr16_0_29648
GZMM,1.7432749074074068,1.9950893899782136,2.171842881773397,0.7763803962703962,1.3144388235294124,1.9983066371681408,10.105901730103811,1.685752222222222,0.3157110365853659,0.325,1.9853590529247909,96.63987417218551,Whole Blood,chr19_1_33881
MPO,0.7445866666666667,0.7392108496732026,0.2746199014778324,0.7012390769230767,0.3021877647058823,1.4455877433628317,17.45335119377161,0.2417258333333333,0.1202286097560976,0.748,0.23560643454039,97.11537231788076,Whole Blood,chr17_0_32603
LCP2,8.532908101851858,10.100128540305011,7.7810837438423714,3.014332634032632,4.0893670588235285,3.4021787610619447,40.32085813148788,3.3134083333333333,1.5357576219512186,5.36,5.978325905292481,101.8157456953642,Whole Blood,chr5_0_12290
CD7,3.6557775462962985,3.3876095860566444,6.225212068965518,1.0831842191142194,2.9552985882352947,2.94553495575221,21.784955017301,1.2322562222222224,0.5197670731707317,0.4579999999999999,4.923273816155988,102.2318066225166,Whole Blood,chr17_0_33206
PSTPIP1,13.081893518518529,3.323596078431372,3.880424137931035,1.685396270396271,2.7712094117647053,1.7592907079646014,17.183064013840834,1.8692727777777776,0.724122256097561,0.923,2.774641782729804,103.80400264900656,Whole Blood,chr15_1_29004
FUT7,0.482966712962963,0.2995255555555555,0.3479890640394089,0.2424360606060608,0.2845369411764705,0.2430055309734513,3.1841636678200698,0.1626249444444444,0.0977075609756097,0.0969999999999999,0.5158727576601669,104.02367682119204,Whole Blood,chr9_0_19716
SEMA4A,7.377363425925932,9.92539520697168,5.360627093596058,2.2969825174825163,11.049411764705876,1.1852915929203538,22.966268166089968,8.864911111111109,2.1548835365853662,5.434,7.381958217270196,105.37823973509944,Whole Blood,chr1_1_02655
PLCB2,10.80809722222222,9.200941612200449,11.021150246305425,6.68420023310023,6.255138823529411,5.075959734513273,52.26535294117649,4.34401888888889,2.359985670731707,3.103,6.584671030640664,105.40467019867546,Whole Blood,chr15_0_28342
SLC4A1,0.2527447685185184,0.2207786753812636,0.0842548620689654,0.3013514498834498,35.206305882352936,1.0693466238938056,3.0890861401384058,0.154883861111111,0.031347487804878,5.057,0.0574624150417826,108.31646887417224,Whole Blood,chr17_0_32287
HCAR3,0.4408563888888892,2.6261228758169937,0.2579986453201969,0.3847797435897435,0.9258637647058822,0.6202068141592919,9.52191602076125,0.1701993888888889,0.0379584146341463,0.518,0.3620677437325905,110.44098781456958,Whole Blood,chr12_0_25653
PIK3CD,11.056444444444445,7.997649237472771,8.069418719211823,3.1929272727272733,7.54385882352941,2.5488907079646017,25.86331487889273,15.694683333333336,2.1735082317073187,2.378,5.996668523676883,114.25454172185432,Whole Blood,chr1_1_00249
FPR2,1.1295494444444452,0.4836894771241832,0.4826868325123157,0.5342790372960371,0.2484956235294118,0.4534522610619469,10.610771280276817,0.7749781111111106,0.1367816646341463,1.68,0.6246573259052921,115.65060132450328,Whole Blood,chr19_1_35812
AZU1,0.7269183333333331,2.335632657952071,0.3520819704433497,0.4991836596736599,0.3214770588235294,1.3125556194690269,18.95271349480968,0.4861240555555556,0.158549725609756,0.303,0.2494207520891365,116.29291589403984,Whole Blood,chr19_1_33898
GZMH,2.0116877546296297,2.066779782135078,1.199881748768474,0.934499557109558,1.2096472941176473,1.789646592920353,13.877110380622812,0.7387735555555556,0.3369967073170731,0.369,1.952250306406686,117.35423430463564,Whole Blood,chr14_0_26928
LILRA2,1.633274305555555,1.065632854030501,0.7707143596059108,0.562632144522145,0.5399658,0.7290725221238938,6.607126470588233,0.5479383333333329,0.315579862804878,0.395,0.7445152089136495,117.9760119205298,Whole Blood,chr19_1_36013
PADI2,1.3222771527777784,14.631363420479309,49.52633275862072,0.5260113286713287,3.984871764705885,0.5797168584070799,10.0631384083045,0.4642868333333333,0.8114401829268282,0.845,1.8884362116991644,119.00291390728484,Whole Blood,chr1_0_00450
HCST,14.181273148148142,10.12529237472767,7.410076354679804,2.553594871794872,5.495370588235294,3.704733628318584,31.740527681660915,4.691663333333335,1.7342762195121957,13.518,5.509590250696375,119.6960132450329,Whole Blood,chr19_1_34953
INPP5D,10.961835648148147,17.069485838779965,11.030975369458128,4.960013986013981,8.878141176470589,3.430089380530976,41.78220415224918,5.614075555555557,1.7761594512195118,12.988,6.477660167130918,119.6967841059602,Whole Blood,chr2_1_06603
HCAR2,0.8625668981481484,10.124092156862757,0.9288740886699508,0.6636150815850812,3.370497647058825,0.8391934955752214,14.838381487889269,0.2879737222222222,0.0919756707317073,1.409,1.537796991643455,121.432092410596,Whole Blood,chr12_0_25651
GLT1D1,1.5479597222222208,0.4178553812636164,0.5505989162561576,0.2803517249417249,0.3107539999999999,17.3307831858407,5.670624567474055,0.4255731111111112,0.1867534146341463,0.193,0.5502197019498605,124.24989139072852,Whole Blood,chr12_1_25744
DOK2,12.208275462962948,9.81955424836601,8.736256157635466,3.730265967365968,4.531047058823528,4.074803982300886,46.83696193771622,3.2792088888888884,1.5837808231707315,5.518,5.1279713091922,127.26367682119208,Whole Blood,chr8_0_16887
LYL1,9.941532407407411,11.227694989106752,8.119509852216753,6.015228438228428,5.332295294117646,1.6505097345132749,22.140212802768136,5.274468888888889,1.2657551219512195,5.858,5.009422284122564,128.70270198675502,Whole Blood,chr19_0_34462
LAT2,5.5840777777777735,2.9965474945533765,3.936018226600986,1.5467990675990666,2.314137647058822,3.1244159292035367,20.87351730103807,1.8780955555555547,1.4707121951219513,2.761,2.7426086350974908,129.17519337748342,Whole Blood,chr7_1_15455
MYO1G,5.314949768518519,3.7426694989106735,5.21701945812808,1.8517972027972025,3.139131764705882,2.2693380530973446,43.200605536332176,1.3302711111111107,0.8187593292682922,0.64,3.3811175487465177,130.11202781456956,Whole Blood,chr7_0_15206
VAV1,6.175482407407406,4.722154030501089,6.821264039408868,1.480619813519814,2.85796,2.091590707964604,22.52626124567473,1.7211666111111106,0.9814316768292682,6.084,3.7339125348189417,130.21734569536437,Whole Blood,chr19_1_34156
SIGLEC5,1.0484774999999988,0.5780266884531584,0.7559871182266,0.4533438461538462,0.5606828235294119,0.520889203539823,7.564580103806225,0.3445453888888891,0.2026690853658536,0.413,0.6265372701949863,130.37468874172177,Whole Blood,chr19_0_35802
